customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on_board_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
1,0.03846153846153845,1,0.5,0.15609854604200324,0.6000000000000001,0.6000000000000001,0.4,1.0,0.4,1.0,1.0,0.6000000000000001,0.5,0.2,0.6000000000000001,1.0,0.0,0.0,0
1,0.3333333333333333,1,0.5,0.11611470113085623,0.4,0.4,0.4,0.6000000000000001,0.4,0.6000000000000001,0.6000000000000001,0.8,0.75,0.8,0.8,0.6000000000000001,0.0043969849246231155,0.0,0
0,0.46153846153846145,1,0.5,0.773021001615509,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,1.0,1.0,1.0,0.2,1.0,0.6000000000000001,0.0,0.003156565656565657,1
0,0.641025641025641,1,0.5,0.3548061389337641,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,1.0,0.8,0.8,0.75,1.0,0.8,0.8,0.0,0.0,1
0,0.423076923076923,1,0.5,0.0991518578352181,1.0,1.0,0.8,0.6000000000000001,1.0,0.8,0.8,0.8,0.75,1.0,0.8,0.8,0.02198492462311558,0.02777777777777778,1
0,0.5256410256410257,0,0.0,0.16882067851373184,0.4,0.4,0.4,0.8,0.6000000000000001,0.4,0.6000000000000001,0.6000000000000001,0.0,0.8,0.6000000000000001,0.8,0.00314070351758794,0.0006313131313131314,0
0,0.06410256410256411,0,0.0,0.07249596122778676,0.6000000000000001,0.8,0.6000000000000001,1.0,0.6000000000000001,1.0,1.0,0.8,1.0,0.8,0.8,1.0,0.0,0.0,0
0,0.3333333333333333,1,0.5,0.011712439418416803,0.4,0.6000000000000001,0.6000000000000001,0.4,0.4,0.4,0.4,0.8,0.75,0.8,0.6000000000000001,0.4,0.0,0.0,0
0,0.15384615384615385,1,0.0,0.17306138933764137,0.4,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.75,0.4,0.8,0.4,0.032663316582914576,0.02777777777777778,0
0,0.717948717948718,1,1.0,0.06199515347334411,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.2,0.8,0.4,0.01256281407035176,0.006313131313131314,0
0,0.1282051282051282,0,0.5,0.09612277867528272,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.5,0.2,0.6000000000000001,0.4,0.000628140703517588,0.0,0
0,0.5384615384615384,1,0.5,0.5577544426494346,0.8,0.8,0.8,0.6000000000000001,1.0,1.0,0.8,0.8,0.75,1.0,0.8,1.0,0.008165829145728644,0.014520202020202022,1
0,0.3205128205128205,0,0.0,0.11369143780290793,0.4,0.6000000000000001,0.4,0.2,0.4,0.2,0.2,0.4,0.25,0.2,0.4,0.2,0.0,0.0,0
0,0.5,1,1.0,0.16720516962843296,1.0,1.0,1.0,0.8,0.6000000000000001,0.6000000000000001,1.0,1.0,1.0,0.4,1.0,0.8,0.0,0.0,1
0,0.5512820512820512,1,0.5,0.3202746365105008,0.4,0.4,0.4,0.8,1.0,0.8,1.0,1.0,1.0,0.8,1.0,0.8,0.0037688442211055275,0.00883838383838384,1
0,0.14102564102564102,0,0.5,0.08562197092084008,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.75,0.8,0.8,0.6000000000000001,0.0,0.0,0
0,0.6025641025641025,0,1.0,0.10420032310177707,0.8,0.8,0.8,0.8,0.8,0.8,1.0,1.0,1.0,0.2,1.0,0.8,0.0,0.0,1
1,0.5512820512820512,1,1.0,0.09955573505654282,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.4,0.75,0.4,0.6000000000000001,0.2,0.0,0.005050505050505051,0
0,0.37179487179487175,1,0.5,0.5290791599353797,0.2,1.0,1.0,1.0,0.6000000000000001,0.6000000000000001,0.2,0.2,0.0,0.8,0.2,0.2,0.0,0.006944444444444445,0
1,0.21794871794871795,1,0.5,0.17023424878836835,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.6000000000000001,0.8,1.0,0.0,0.0,1
0,0.3333333333333333,1,0.5,0.5920840064620356,0.4,0.4,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.5,0.2,0.6000000000000001,0.6000000000000001,0.0,0.0,1
0,0.5256410256410257,1,1.0,0.14075121163166399,0.8,1.0,1.0,1.0,0.6000000000000001,0.8,0.8,0.8,0.75,0.2,0.8,0.8,0.0,0.0,0
0,0.6666666666666666,0,1.0,0.07855411954765752,0.6000000000000001,0.6000000000000001,1.0,0.2,1.0,0.2,0.2,0.4,0.5,0.6000000000000001,0.6000000000000001,0.2,0.00314070351758794,0.018308080808080808,0
1,0.23076923076923073,1,0.5,0.19911147011308564,1.0,0.0,1.0,0.6000000000000001,1.0,0.6000000000000001,0.6000000000000001,1.0,0.75,0.6000000000000001,1.0,0.6000000000000001,0.0,0.0,1
0,0.4871794871794871,1,0.5,0.05593699515347335,0.8,0.4,0.4,1.0,0.6000000000000001,0.6000000000000001,0.8,0.8,0.75,0.2,0.8,0.6000000000000001,0.02135678391959799,0.015782828282828284,0
0,0.5,1,0.5,0.7697899838449113,0.4,0.4,0.4,0.4,0.8,0.8,1.0,1.0,1.0,0.8,1.0,1.0,0.0,0.0,1
0,0.5,0,1.0,0.03251211631663975,0.6000000000000001,1.0,0.6000000000000001,0.6000000000000001,0.8,0.8,0.8,0.8,0.75,0.6000000000000001,0.8,0.8,0.0018844221105527637,0.0,0
0,0.6538461538461539,1,0.5,0.4723344103392569,0.4,0.4,0.4,0.8,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.5,0.8,0.6000000000000001,0.6000000000000001,0.000628140703517588,0.0,1
0,0.8205128205128205,1,0.5,0.6882067851373184,0.6000000000000001,0.2,1.0,0.6000000000000001,0.2,0.4,0.6000000000000001,0.6000000000000001,0.5,0.8,0.6000000000000001,0.4,0.0,0.0,0
1,0.23076923076923073,1,1.0,0.11611470113085623,1.0,0.8,1.0,0.8,1.0,0.8,0.8,0.2,0.75,0.2,0.2,0.8,0.0,0.0,1
0,0.7948717948717948,0,1.0,0.02261712439418417,0.2,1.0,0.2,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,1.0,0.5,1.0,1.0,0.6000000000000001,0.0,0.0,0
1,0.16666666666666663,1,1.0,0.039983844911147016,1.0,0.0,1.0,0.6000000000000001,1.0,0.6000000000000001,0.6000000000000001,0.4,0.25,0.6000000000000001,0.2,0.6000000000000001,0.0,0.0,1
0,0.4358974358974359,1,0.5,0.5203957996768983,0.4,0.4,0.4,0.6000000000000001,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.8,0.0043969849246231155,0.0,1
0,0.3846153846153846,1,0.5,0.07552504038772213,0.4,0.4,0.4,1.0,1.0,1.0,0.8,0.8,0.75,0.6000000000000001,0.8,1.0,0.0,0.0,1
0,0.21794871794871795,1,1.0,0.16599353796445881,0.4,0.2,0.2,0.4,0.4,0.8,0.4,0.2,0.75,0.4,0.8,0.4,0.00628140703517588,0.0025252525252525255,0
1,0.2564102564102564,1,0.5,0.11369143780290793,0.2,0.0,0.0,0.2,0.0,1.0,0.2,0.6000000000000001,0.25,0.2,0.2,0.2,0.0,0.010101010101010102,0
0,0.6025641025641025,1,0.5,0.07774636510500808,0.4,0.4,0.4,0.4,1.0,0.8,0.8,0.8,0.75,0.6000000000000001,0.8,1.0,0.0,0.0,1
0,0.47435897435897434,1,0.5,0.21567043618739903,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,1.0,0.8,0.8,0.8,0.75,0.8,0.8,0.6000000000000001,0.0,0.0,1
1,0.37179487179487175,1,1.0,0.04382067851373183,0.6000000000000001,0.0,0.6000000000000001,0.2,0.6000000000000001,1.0,0.2,1.0,1.0,0.4,0.8,0.2,0.0037688442211055275,0.0,0
0,0.47435897435897434,1,0.5,0.30189822294022617,1.0,1.0,1.0,0.4,1.0,0.8,0.8,0.8,0.75,0.8,0.8,0.6000000000000001,0.014447236180904523,0.003787878787878788,1
0,0.641025641025641,1,1.0,0.09773828756058159,0.2,1.0,1.0,0.8,0.8,0.8,0.2,0.2,0.0,0.6000000000000001,0.2,0.6000000000000001,0.028894472361809045,0.02777777777777778,0
0,0.4871794871794871,1,0.5,0.06906300484652667,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,0.2,0.8,0.8,0.75,0.4,0.8,1.0,0.015703517587939697,0.01893939393939394,1
1,0.24358974358974356,1,0.5,0.48222940226171246,1.0,1.0,1.0,0.4,1.0,0.4,0.4,0.8,0.5,0.8,1.0,0.4,0.0,0.0,1
0,0.15384615384615385,0,1.0,0.16781098546042006,0.6000000000000001,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,1.0,0.75,0.6000000000000001,0.8,0.6000000000000001,0.06909547738693468,0.06123737373737374,0
0,0.46153846153846145,0,1.0,0.052907915993537974,0.2,0.6000000000000001,0.2,0.4,0.8,0.8,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0
0,0.3589743589743589,0,0.5,0.06764943457189015,0.6000000000000001,0.2,0.6000000000000001,1.0,0.4,0.4,0.4,0.4,0.25,0.4,0.4,0.2,0.017587939698492462,0.017045454545454548,0
0,0.4358974358974359,1,0.5,0.3855008077544427,0.2,0.2,0.2,0.8,0.8,1.0,0.8,0.8,0.75,0.8,0.8,0.8,0.005653266331658292,0.0012626262626262627,1
1,0.23076923076923073,1,0.5,0.042003231017770606,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8,1.0,1.0,0.011306532663316583,0.00946969696969697,1
0,0.6153846153846153,1,0.5,0.7992730210016156,0.4,0.4,0.8,1.0,0.8,1.0,1.0,1.0,1.0,0.6000000000000001,1.0,0.8,0.0,0.0,1
0,0.2948717948717948,0,1.0,0.17790791599353797,0.6000000000000001,1.0,0.6000000000000001,0.2,0.6000000000000001,0.2,0.2,1.0,0.75,0.6000000000000001,1.0,0.2,0.0,0.0,0
0,0.5641025641025641,0,1.0,0.18275444264943458,0.8,0.8,0.8,1.0,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.2,0.6000000000000001,0.2,0.05527638190954774,0.04482323232323233,0
0,0.3205128205128205,1,0.5,0.5216074313408724,1.0,0.8,0.8,1.0,0.8,1.0,1.0,0.6000000000000001,0.25,0.8,0.6000000000000001,1.0,0.02763819095477387,0.025252525252525256,0
0,0.34615384615384615,1,0.5,0.6280290791599354,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.8,0.8,0.6000000000000001,0.8,0.75,0.8,0.6000000000000001,0.8,0.10301507537688442,0.09027777777777779,1
1,0.41025641025641024,1,1.0,0.12055735056542813,0.4,0.8,0.4,0.2,0.4,0.6000000000000001,0.2,0.6000000000000001,0.5,0.4,0.8,0.2,0.0207286432160804,0.016414141414141416,0
1,0.3846153846153846,1,1.0,0.09067043618739903,0.4,0.2,0.4,0.6000000000000001,0.4,0.6000000000000001,0.6000000000000001,0.2,0.5,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0,0.0,0
0,0.7307692307692307,1,1.0,0.019991922455573505,0.4,0.8,0.8,0.2,0.4,0.2,0.2,0.2,0.0,0.6000000000000001,0.8,0.2,0.010050251256281407,0.005050505050505051,1
0,0.717948717948718,1,0.5,0.760096930533118,0.2,1.0,1.0,0.6000000000000001,0.8,0.6000000000000001,0.4,0.4,0.0,0.6000000000000001,0.4,0.4,0.0,0.0,0
0,0.5512820512820512,1,0.5,0.3481421647819063,0.4,0.2,0.2,0.8,0.4,0.6000000000000001,0.4,0.4,0.25,0.6000000000000001,0.4,0.6000000000000001,0.0,0.0,0
0,0.21794871794871795,0,0.5,0.09773828756058159,0.2,0.4,0.4,0.2,0.4,0.2,0.2,0.4,0.75,0.6000000000000001,0.6000000000000001,0.2,0.04334170854271357,0.03598484848484849,0
0,0.423076923076923,0,0.0,0.1015751211631664,0.4,1.0,0.4,1.0,0.4,1.0,1.0,0.6000000000000001,1.0,1.0,1.0,1.0,0.0,0.0012626262626262627,0
0,0.5897435897435898,1,0.0,0.06906300484652667,0.8,0.2,0.2,0.8,0.8,0.8,0.8,0.8,0.75,0.2,0.6000000000000001,0.8,0.0,0.0,1
0,0.3333333333333333,1,0.5,0.08723747980613894,0.8,0.8,0.8,0.6000000000000001,0.8,0.6000000000000001,0.8,0.8,0.75,0.4,0.8,0.4,0.03015075376884422,0.039141414141414144,0
0,0.6666666666666666,1,0.5,0.6775040387722133,0.8,0.8,0.8,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
0,0.2948717948717948,1,0.5,0.09794022617124395,0.4,0.4,0.4,1.0,1.0,1.0,1.0,0.8,0.5,0.2,0.2,1.0,0.0,0.0,1
0,0.4358974358974359,1,0.5,0.48990306946688206,0.4,0.4,0.4,1.0,0.8,0.8,0.8,0.8,0.75,0.6000000000000001,0.8,1.0,0.0,0.0,1
1,0.34615384615384615,1,1.0,0.4977786752827141,0.4,0.4,0.4,1.0,0.4,1.0,1.0,0.8,0.5,0.2,0.2,1.0,0.0,0.0,0
0,0.0,0,0.5,0.12883683360258483,0.4,0.4,0.4,0.8,0.4,0.8,0.8,0.4,0.5,0.4,0.8,0.8,0.0,0.0,0
0,0.41025641025641024,1,1.0,0.15650242326332797,1.0,0.4,0.4,1.0,1.0,1.0,1.0,0.6000000000000001,1.0,0.4,0.2,1.0,0.05841708542713568,0.04861111111111111,1
0,0.3205128205128205,0,1.0,0.1611470113085622,0.8,0.8,0.8,0.6000000000000001,0.8,0.4,0.6000000000000001,0.6000000000000001,1.0,0.8,1.0,0.6000000000000001,0.00314070351758794,0.0,0
0,0.6153846153846153,1,0.5,0.6203554119547658,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.0,0.8,1.0,0.8,0.8,0.75,0.6000000000000001,0.8,0.8,0.014447236180904523,0.011363636363636364,1
0,0.11538461538461538,0,0.0,0.4557754442649435,0.4,1.0,0.4,0.4,0.4,0.4,0.4,1.0,0.0,0.6000000000000001,0.8,0.4,0.0,0.006313131313131314,0
0,0.6153846153846153,0,1.0,0.23546042003231019,0.6000000000000001,0.2,0.6000000000000001,1.0,0.4,0.8,0.6000000000000001,0.6000000000000001,0.5,0.2,0.6000000000000001,0.4,0.010050251256281407,0.00883838383838384,0
0,0.6153846153846153,1,0.5,0.30492730210016156,0.8,0.8,0.8,0.8,1.0,1.0,0.6000000000000001,0.6000000000000001,0.5,1.0,0.6000000000000001,0.6000000000000001,0.0,0.0025252525252525255,1
0,0.3589743589743589,0,1.0,0.07269789983844911,0.6000000000000001,1.0,0.6000000000000001,0.2,0.6000000000000001,0.2,0.2,0.2,0.25,0.6000000000000001,0.4,0.2,0.0,0.0,0
0,0.7307692307692307,0,0.0,0.036752827140549275,0.4,0.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.003787878787878788,0
1,0.20512820512820512,1,1.0,0.08703554119547659,0.0,1.0,0.0,0.8,0.0,0.8,0.8,0.2,1.0,0.6000000000000001,0.8,0.8,0.038316582914572864,0.029040404040404044,1
1,0.17948717948717946,1,1.0,0.027665589660743135,0.8,0.2,0.8,1.0,0.8,1.0,1.0,0.8,0.5,0.6000000000000001,0.4,1.0,0.02198492462311558,0.022727272727272728,0
0,0.06410256410256411,0,1.0,0.02564620355411955,0.0,1.0,0.0,0.4,0.0,0.4,0.4,0.6000000000000001,0.75,0.6000000000000001,1.0,0.4,0.0,0.0,1
0,0.34615384615384615,1,0.5,0.06704361873990308,0.6000000000000001,0.8,0.8,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5,0.4,0.6000000000000001,0.4,0.052763819095477386,0.07070707070707072,0
0,0.5769230769230769,0,1.0,0.06118739903069467,0.4,0.8,0.4,0.6000000000000001,0.8,1.0,0.8,0.8,0.5,0.6000000000000001,0.8,0.6000000000000001,0.01256281407035176,0.05997474747474748,0
0,0.30769230769230765,1,0.5,0.6318659127625202,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.2,0.25,0.8,0.2,0.4,0.0,0.003156565656565657,1
1,0.24358974358974356,1,0.5,0.14741518578352183,1.0,1.0,1.0,0.8,1.0,0.8,0.8,0.8,1.0,0.6000000000000001,1.0,0.8,0.031407035175879394,0.03345959595959596,1
0,0.5,0,1.0,0.4581987075928918,0.4,0.8,0.6000000000000001,0.8,0.6000000000000001,0.8,0.8,0.4,0.75,0.4,0.4,0.8,0.007537688442211055,0.0006313131313131314,0
0,0.4487179487179487,1,0.5,0.12318255250403878,0.2,0.2,0.2,1.0,1.0,1.0,0.6000000000000001,0.6000000000000001,0.5,0.4,0.6000000000000001,0.4,0.0,0.0,1
1,0.23076923076923073,1,0.5,0.1201534733441034,0.6000000000000001,0.8,0.4,0.4,0.4,0.4,0.4,0.6000000000000001,0.75,0.8,1.0,0.4,0.0,0.0,0
0,0.5256410256410257,1,0.5,0.3329967689822294,0.8,0.8,0.8,0.8,0.8,0.8,1.0,1.0,1.0,0.8,1.0,0.8,0.0,0.0,1
1,0.11538461538461538,1,1.0,0.17326332794830374,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.6000000000000001,0.2,0.2,0.2,0.75,0.2,0.8,0.2,0.0037688442211055275,0.003156565656565657,0
0,0.3333333333333333,0,1.0,0.038974151857835225,0.8,1.0,0.8,0.8,0.8,0.8,0.8,0.6000000000000001,0.75,1.0,1.0,0.8,0.0,0.0,1
0,0.2692307692307692,0,0.0,0.11712439418416802,0.4,0.6000000000000001,0.4,0.8,0.4,0.8,0.8,0.8,0.25,0.4,1.0,0.8,0.0,0.00946969696969697,0
0,0.28205128205128205,1,0.5,0.1118739903069467,0.6000000000000001,0.2,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.75,0.4,0.8,0.6000000000000001,0.0,0.0,0
0,0.2948717948717948,0,1.0,0.038772213247172865,0.6000000000000001,0.2,0.0,0.4,0.0,0.4,0.4,0.4,0.75,0.8,0.8,0.4,0.01256281407035176,0.00883838383838384,0
0,0.3589743589743589,0,1.0,0.15791599353796448,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.0,0.6000000000000001,0.4,0.6000000000000001,0.0,0.0,0
1,0.2948717948717948,1,1.0,0.028675282714054926,0.4,0.0,0.4,0.2,0.4,0.4,0.2,0.2,0.5,0.6000000000000001,0.2,0.2,0.0,0.0,0
0,0.37179487179487175,1,0.5,0.41377221324717284,0.4,0.4,0.4,0.4,0.8,0.8,1.0,1.0,1.0,0.6000000000000001,1.0,0.8,0.0,0.0,1
0,0.5769230769230769,1,0.5,0.18881260096930536,0.8,0.8,0.8,0.4,0.8,1.0,0.8,0.8,0.75,1.0,0.8,1.0,0.0018844221105527637,0.0,1
0,0.5512820512820512,1,0.5,0.6409531502423264,0.0,0.0,0.0,0.4,0.8,1.0,0.6000000000000001,0.6000000000000001,0.5,1.0,0.6000000000000001,0.6000000000000001,0.01821608040201005,0.014520202020202022,1
1,0.24358974358974356,1,0.5,0.037358642972536354,0.6000000000000001,0.0,0.6000000000000001,0.4,0.6000000000000001,0.4,0.4,0.2,0.75,0.2,0.8,0.4,0.0,0.0,0
1,0.2564102564102564,1,1.0,0.34693053311793215,0.2,0.0,0.0,0.8,0.2,0.8,0.8,0.2,0.25,0.6000000000000001,0.6000000000000001,0.8,0.013819095477386936,0.030934343434343436,0
0,0.2692307692307692,0,1.0,0.16781098546042006,0.8,0.6000000000000001,0.8,0.4,0.8,0.4,0.4,0.6000000000000001,0.5,0.6000000000000001,0.6000000000000001,0.4,0.0037688442211055275,0.0025252525252525255,0
0,0.28205128205128205,1,0.5,0.4444668820678514,0.4,0.4,0.4,1.0,1.0,1.0,1.0,0.6000000000000001,1.0,0.8,0.8,1.0,0.00314070351758794,0.00883838383838384,1
0,0.46153846153846145,1,0.5,0.35581583198707595,0.8,0.8,0.8,1.0,1.0,1.0,0.8,0.8,0.75,0.8,0.8,1.0,0.0,0.0,1
0,0.717948717948718,1,1.0,0.030492730210016156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.5,0.6000000000000001,0.8,1.0,0.0043969849246231155,0.0012626262626262627,1
0,0.7307692307692307,0,1.0,0.14761712439418417,1.0,1.0,1.0,0.2,1.0,0.2,0.2,0.6000000000000001,1.0,0.6000000000000001,1.0,0.2,0.019472361809045227,0.001893939393939394,1
0,0.5128205128205128,0,1.0,0.2817043618739903,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,0.4,0.4,0.2,0.5,0.6000000000000001,0.4,0.4,0.0,0.0,0
0,0.14102564102564102,0,1.0,0.2588852988691438,0.8,1.0,0.8,0.2,0.8,0.2,0.2,1.0,1.0,0.8,1.0,0.2,0.01256281407035176,0.006944444444444445,0
0,0.23076923076923073,1,0.5,0.489297253634895,0.2,0.2,1.0,0.2,0.2,0.2,0.2,0.6000000000000001,0.5,0.6000000000000001,0.8,0.2,0.04020100502512563,0.02777777777777778,0
0,0.30769230769230765,1,0.5,0.20577544426494349,0.6000000000000001,0.8,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.75,0.8,0.6000000000000001,0.6000000000000001,0.0,0.0012626262626262627,0
1,0.3846153846153846,1,0.5,0.1762924071082391,0.4,0.4,0.4,0.8,0.4,0.8,0.8,0.8,0.75,0.8,1.0,0.8,0.0,0.0,1
0,0.5128205128205128,0,1.0,0.28937802907915994,0.4,0.8,0.4,1.0,0.6000000000000001,1.0,0.2,0.2,0.0,0.8,0.2,0.8,0.0,0.0,0
0,0.20512820512820512,1,0.0,0.3943861066235864,0.0,0.2,0.2,0.0,0.2,0.4,0.0,0.2,0.75,0.8,0.6000000000000001,0.0,0.0,0.0,0
1,0.20512820512820512,1,1.0,0.2574717285945073,0.4,0.4,0.4,1.0,0.4,1.0,1.0,1.0,1.0,0.6000000000000001,1.0,1.0,0.0,0.007575757575757576,0
1,0.37179487179487175,1,0.5,0.12176898222940227,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.2,0.6000000000000001,0.2,0.2,0.6000000000000001,1.0,1.0,0.8,0.2,0.0,0.0,0
0,0.24358974358974356,0,1.0,0.2655492730210016,0.6000000000000001,1.0,0.6000000000000001,0.4,0.6000000000000001,0.8,0.4,0.8,1.0,0.6000000000000001,1.0,0.4,0.0,0.0,0
0,0.4871794871794871,1,0.5,0.18275444264943458,0.4,0.4,0.4,0.8,1.0,0.8,0.8,0.8,0.75,1.0,0.8,0.8,0.0,0.0,1
1,0.17948717948717946,1,1.0,0.04159935379644589,0.4,0.2,0.2,0.6000000000000001,0.2,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.25,0.8,0.4,0.6000000000000001,0.005025125628140704,0.003787878787878788,0
0,0.2692307692307692,1,0.5,0.1417609046849758,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.6000000000000001,0.75,1.0,1.0,1.0,0.13756281407035176,0.15719696969696972,1
0,0.7564102564102564,0,1.0,0.1768982229402262,0.8,1.0,0.6000000000000001,0.4,1.0,1.0,0.6000000000000001,0.6000000000000001,0.5,1.0,0.6000000000000001,0.6000000000000001,0.015703517587939697,0.007575757575757576,0
0,0.641025641025641,1,0.5,0.3711631663974152,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.8,1.0,0.8,0.8,0.75,1.0,0.8,1.0,0.0,0.0,1
0,0.23076923076923073,1,0.5,0.12439418416801293,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.75,0.2,0.8,0.2,0.010050251256281407,0.00441919191919192,0
1,0.17948717948717946,1,1.0,0.04240710823909532,0.6000000000000001,0.4,0.6000000000000001,1.0,0.6000000000000001,1.0,1.0,0.2,0.5,0.6000000000000001,0.8,1.0,0.0,0.006944444444444445,0
0,0.11538461538461538,0,1.0,0.39559773828756056,0.2,1.0,0.2,0.4,0.2,0.2,0.4,1.0,0.5,0.2,0.8,0.4,0.001256281407035176,0.00441919191919192,0
0,0.07692307692307691,0,0.5,0.188610662358643,1.0,0.6000000000000001,1.0,0.2,1.0,0.2,0.2,0.6000000000000001,0.75,0.6000000000000001,0.8,0.2,0.0,0.0,1
0,0.3974358974358974,0,1.0,0.04159935379644589,0.6000000000000001,0.8,0.6000000000000001,1.0,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02386934673366834,0.029671717171717175,0
1,0.30769230769230765,1,0.5,0.34693053311793215,0.8,0.8,0.8,0.2,0.8,0.2,0.2,0.6000000000000001,0.5,1.0,1.0,0.2,0.00628140703517588,0.0,0
0,0.41025641025641024,1,0.5,0.22495961227786754,0.2,0.4,0.4,0.8,0.6000000000000001,0.8,0.2,0.2,0.0,0.2,0.2,0.6000000000000001,0.0,0.005681818181818182,0
0,0.0,0,1.0,0.1260096930533118,0.6000000000000001,0.2,0.4,0.2,0.4,0.2,0.2,0.6000000000000001,0.25,0.8,0.6000000000000001,0.2,0.0018844221105527637,0.0,0
0,0.20512820512820512,1,0.5,0.3178513731825525,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.4,0.25,0.4,0.2,1.0,0.000628140703517588,0.0,1
1,0.21794871794871795,1,0.5,0.08441033925686592,1.0,0.0,1.0,0.2,1.0,0.2,0.2,1.0,1.0,0.6000000000000001,1.0,0.2,0.0,0.0,1
0,0.6923076923076923,1,1.0,0.0605815831987076,0.8,1.0,1.0,0.8,0.8,0.8,0.8,0.2,0.0,1.0,0.6000000000000001,0.8,0.0,0.0,1
0,0.06410256410256411,0,0.0,0.04361873990306947,0.6000000000000001,0.4,0.6000000000000001,0.2,0.6000000000000001,0.2,0.2,0.8,0.75,0.6000000000000001,0.8,0.2,0.006909547738693468,0.008207070707070708,0
0,0.423076923076923,0,1.0,0.06462035541195477,0.4,1.0,0.4,0.4,0.4,0.4,0.4,0.6000000000000001,1.0,1.0,0.8,0.4,0.0,0.0,0
1,0.20512820512820512,1,1.0,0.07956381260096931,0.6000000000000001,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.5,0.6000000000000001,0.4,0.6000000000000001,0.022613065326633167,0.020833333333333336,0
0,0.5769230769230769,1,0.0,0.03251211631663975,0.2,0.6000000000000001,0.6000000000000001,0.2,0.2,0.2,0.2,0.8,0.75,0.4,0.6000000000000001,0.2,0.0,0.0,0
0,0.41025641025641024,0,0.0,0.13893376413570277,0.4,1.0,0.4,0.4,0.4,0.4,0.4,0.8,0.75,0.6000000000000001,1.0,0.4,0.032035175879396985,0.049873737373737376,0
0,0.6153846153846153,1,1.0,0.1768982229402262,0.4,0.6000000000000001,0.6000000000000001,0.8,0.8,0.6000000000000001,0.4,0.4,0.25,0.2,0.4,0.6000000000000001,0.01193467336683417,0.006944444444444445,0
0,0.423076923076923,1,0.5,0.30634087237479807,0.2,0.2,0.4,0.6000000000000001,1.0,0.8,0.8,0.8,0.75,1.0,0.8,0.8,0.0,0.0,1
0,0.3205128205128205,1,0.5,0.46668012924071084,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.25,0.6000000000000001,0.8,0.2,0.023241206030150754,0.015151515151515152,0
0,0.6666666666666666,1,0.5,0.39559773828756056,0.4,0.4,0.4,0.4,0.8,0.8,1.0,1.0,1.0,0.6000000000000001,1.0,1.0,0.0043969849246231155,0.0,1
